representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,mvm,mos,psnr,ssim,msssim,vqm,strred,vmaf,ssimplus
1,0.0,1095.488,1.0,36.48,25,1920,1080,0,0.039,74.0,34.278,0.948,0.95,0.444,57.906,55.544,58.44
1,0.0,1261.088,1.0,32.92,25,1920,1080,0,0.034,74.0,35.277,0.97,0.966,0.346,48.328,67.097,62.68
1,0.0,1256.48,1.0,26.36,25,1920,1080,0,0.035,74.0,36.411,0.979,0.975,0.246,34.319,74.795,72.04
1,0.0,1413.632,1.0,27.6,25,1920,1080,0,0.038,74.0,35.67,0.983,0.979,0.216,23.801,75.259,73.36
1,0.0,1784.904,1.0,28.12,25,1920,1080,0,0.036,74.0,35.126,0.983,0.979,0.222,24.502,70.256,71.84
1,5.0,1378.032,1.0,29.76,25,1920,1080,0,0.034,74.0,35.614,0.987,0.983,0.184,15.435,73.75,74.28
1,0.0,1393.112,1.0,31.08,25,1920,1080,0,0.035,74.0,37.293,0.985,0.983,0.215,18.547,70.082,70.12
1,0.0,1184.576,1.0,30.8,25,1920,1080,0,0.029,74.0,36.997,0.985,0.982,0.216,25.962,65.511,66.52
1,0.0,2290.44,1.0,39.44,25,1920,1080,0,0.036,74.0,34.24,0.984,0.981,0.263,15.813,82.955,73.84
1,0.0,1804.64,1.0,40.6,25,1920,1080,0,0.032,74.0,32.424,0.981,0.977,0.308,17.626,82.487,75.92
