representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,mvm,mos,psnr,ssim,msssim,vqm,strred,vmaf,ssimplus
2,0.0,3474.128,1.0,19.2,25,1920,1080,1,0.025,86.174,42.5,0.996,0.995,0.122,4.015,94.086,93.76
2,0.0,2969.248,1.0,18.36,25,1920,1080,1,0.032,86.174,43.636,0.997,0.996,0.067,1.821,98.926,94.56
2,0.0,2613.344,1.0,18.52,25,1920,1080,1,0.021,86.174,43.91,0.997,0.996,0.078,1.372,95.595,95.0
2,0.0,2200.456,1.0,17.96,25,1920,1080,1,0.02,86.174,44.033,0.997,0.996,0.085,0.966,95.729,95.0
2,0.0,2866.272,1.0,20.24,25,1920,1080,1,0.018,86.174,43.949,0.997,0.995,0.123,1.253,94.919,94.76
2,0.0,2435.168,1.0,22.04,25,1920,1080,1,0.015,86.174,44.023,0.996,0.994,0.179,2.059,92.684,93.36
2,0.0,2123.6,1.0,21.68,25,1920,1080,1,0.015,86.174,44.142,0.996,0.994,0.188,1.867,92.331,93.84
2,0.0,3940.688,1.0,22.64,25,1920,1080,1,0.017,86.174,42.688,0.995,0.992,0.202,3.339,91.536,92.36
2,0.0,2711.072,1.0,26.48,25,1920,1080,1,0.014,86.174,42.898,0.996,0.993,0.173,1.853,92.774,93.84
2,0.0,4434.888,1.0,27.36,25,1920,1080,1,0.017,86.174,41.46,0.995,0.993,0.182,3.466,90.31,92.16
