representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,mvm,mos,psnr,ssim,msssim,vqm,strred,vmaf,ssimplus
1,0.0,874.808,1.0,32.0,24,1920,1080,0,0.026,72.043,38.874,0.971,0.974,0.424,97.942,62.669,70.875
1,0.0,1115.368,1.0,30.125,24,1920,1080,0,0.028,72.043,40.013,0.979,0.98,0.376,48.22,71.872,74.958
1,0.0,1115.552,1.0,29.417,24,1920,1080,0,0.027,72.043,40.08,0.981,0.982,0.332,36.292,75.77,79.375
1,0.0,1878.112,1.0,32.375,24,1920,1080,0,0.03,72.043,37.101,0.972,0.971,0.344,30.269,74.008,76.583
1,0.0,1778.424,1.0,35.042,24,1920,1080,0,0.031,72.043,35.97,0.97,0.968,0.332,16.856,74.145,75.458
1,5.0,2325.608,1.0,34.042,24,1920,1080,0,0.027,72.043,34.637,0.976,0.97,0.32,15.536,77.434,77.125
1,0.0,2343.76,1.0,33.042,24,1920,1080,0,0.026,72.043,35.358,0.981,0.975,0.293,14.334,79.746,79.417
1,0.0,782.84,1.0,30.75,24,1920,1080,0,0.017,72.043,37.012,0.992,0.988,0.235,11.011,83.988,85.75
1,0.0,1100.112,1.0,29.667,24,1920,1080,0,0.02,72.043,37.296,0.992,0.989,0.223,10.864,84.991,86.708
1,0.0,800.8,1.0,29.667,24,1920,1080,0,0.018,72.043,37.395,0.993,0.989,0.209,9.399,85.195,87.083
