representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,mvm,mos,psnr,ssim,msssim,vqm,strred,vmaf,ssimplus
0,5.0,457.856,1.0,49.16,25,1920,1080,0,0.022,36.174,29.119,0.857,0.875,0.776,316.853,20.903,42.36
0,0.0,748.808,1.0,44.84,25,1920,1080,0,0.026,36.174,28.706,0.874,0.886,0.688,306.681,27.318,43.52
0,0.0,930.136,1.0,42.76,25,1920,1080,0,0.027,36.174,29.102,0.896,0.906,0.64,290.877,32.632,49.6
0,0.0,1054.776,1.0,43.84,25,1920,1080,0,0.03,36.174,29.494,0.932,0.938,0.606,185.864,32.94,43.64
0,0.0,1369.664,1.0,44.72,25,1920,1080,0,0.032,36.174,27.854,0.945,0.946,0.628,170.061,37.672,40.12
0,0.0,1749.28,1.0,39.76,25,1920,1080,0,0.029,36.174,24.016,0.933,0.929,0.744,212.708,34.051,31.96
0,0.0,1495.456,1.0,39.56,25,1920,1080,0,0.03,36.174,23.929,0.936,0.933,0.723,210.69,36.698,30.36
0,0.0,1627.384,1.0,40.84,25,1920,1080,0,0.029,36.174,24.049,0.925,0.924,0.75,226.512,32.108,30.92
0,0.0,1303.832,1.0,44.92,25,1920,1080,0,0.03,36.174,23.627,0.872,0.855,0.691,377.624,30.545,27.48
0,0.0,1160.624,1.0,51.0,25,1920,1080,0,0.028,36.174,23.39,0.799,0.784,0.649,633.99,30.905,20.84
