representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,mvm,mos,psnr,ssim,msssim,vqm,strred,vmaf,ssimplus
2,0.0,2077.064,1.0,39.48,25,1920,1080,1,0.024,75.304,31.463,0.97,0.962,0.403,32.95,69.383,74.6
2,0.0,2673.736,1.0,38.2,25,1920,1080,1,0.028,75.304,33.055,0.983,0.976,0.3,16.019,80.479,79.36
2,0.0,2706.8,1.0,36.4,25,1920,1080,1,0.03,75.304,33.168,0.985,0.978,0.268,13.991,82.101,82.08
2,0.0,2481.216,1.0,37.88,25,1920,1080,1,0.027,75.304,32.738,0.984,0.976,0.285,13.833,80.689,81.24
2,0.0,3649.96,1.0,38.12,25,1920,1080,1,0.024,75.304,32.477,0.982,0.974,0.312,16.199,77.641,79.88
2,0.0,3073.376,1.0,38.96,25,1920,1080,1,0.023,75.304,32.727,0.983,0.976,0.292,15.392,79.56,80.92
2,0.0,2818.984,1.0,37.24,25,1920,1080,1,0.023,75.304,32.607,0.982,0.975,0.295,17.027,78.378,80.56
2,0.0,3295.32,1.0,36.48,25,1920,1080,1,0.023,75.304,32.655,0.983,0.975,0.286,17.266,78.584,80.88
2,0.0,2998.184,1.0,36.8,25,1920,1080,1,0.022,75.304,32.511,0.982,0.974,0.289,18.169,78.341,80.64
2,0.0,3607.792,1.0,36.84,25,1920,1080,1,0.021,75.304,31.848,0.979,0.97,0.325,21.125,74.528,78.76
