representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,mvm,mos,psnr,ssim,msssim,vqm,strred,vmaf,ssimplus
0,0.0,487.096,1.0,49.4,25,1920,1080,0,0.023,41.348,25.229,0.792,0.795,0.823,206.129,20.153,18.0
0,0.0,819.256,1.0,47.0,25,1920,1080,0,0.026,41.348,26.924,0.877,0.869,0.688,103.382,36.477,29.32
0,0.0,815.864,1.0,44.92,25,1920,1080,0,0.029,41.348,27.649,0.91,0.897,0.613,76.179,45.218,41.08
0,0.0,780.832,1.0,46.0,25,1920,1080,0,0.025,41.348,27.471,0.91,0.896,0.62,68.476,45.014,41.56
0,0.0,1097.128,1.0,46.44,25,1920,1080,0,0.024,41.348,27.196,0.904,0.89,0.642,78.957,41.186,39.48
0,0.0,908.216,1.0,47.08,25,1920,1080,0,0.022,41.348,27.396,0.908,0.895,0.631,71.725,42.968,40.28
0,0.0,880.064,1.0,45.24,25,1920,1080,0,0.022,41.348,27.409,0.907,0.894,0.621,76.449,42.452,40.96
0,0.0,1030.4,1.0,44.32,25,1920,1080,0,0.023,41.348,27.46,0.91,0.896,0.617,76.897,42.068,41.72
0,0.0,939.064,1.0,44.48,25,1920,1080,0,0.022,41.348,27.439,0.91,0.895,0.612,79.72,42.586,41.6
0,0.0,890.856,1.0,45.4,25,1920,1080,0,0.021,41.348,26.007,0.848,0.84,0.735,157.06,30.442,32.08
