representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,mvm,mos,psnr,ssim,msssim,vqm,strred,vmaf,ssimplus
0,0.0,679.256,1.0,35.72,25,1920,1080,0,0.045,30.957,28.988,0.93,0.937,0.709,192.916,39.696,22.48
0,0.0,1396.28,1.0,36.88,25,1920,1080,0,0.039,30.957,26.892,0.907,0.911,0.757,226.51,46.652,17.8
0,0.0,1501.552,1.0,45.52,25,1920,1080,0,0.032,30.957,26.518,0.885,0.893,0.769,227.284,40.68,17.96
0,0.0,898.192,1.0,35.68,25,1920,1080,0,0.037,30.957,27.304,0.91,0.913,0.708,172.45,36.639,18.2
0,0.0,954.872,1.0,39.88,25,1920,1080,0,0.042,30.957,29.253,0.932,0.935,0.713,230.069,41.276,19.44
0,0.0,1359.152,1.0,44.56,25,1920,1080,0,0.037,30.957,27.557,0.913,0.918,0.73,259.605,44.238,20.72
0,0.0,1107.088,1.0,49.48,25,1920,1080,0,0.031,30.957,29.197,0.865,0.883,0.745,597.151,44.479,29.88
0,0.0,1033.504,1.0,48.96,25,1920,1080,0,0.036,30.957,28.711,0.851,0.872,0.763,946.602,33.384,26.72
0,0.0,1006.432,1.0,49.32,25,1920,1080,0,0.033,30.957,27.213,0.826,0.849,0.774,570.117,26.359,21.12
0,0.0,616.328,1.0,49.84,25,1920,1080,0,0.021,30.957,26.752,0.877,0.885,0.835,160.715,25.491,24.72
