representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,mvm,mos,psnr,ssim,msssim,vqm,strred,vmaf,ssimplus
1,5.0,878.792,1.0,31.083,24,1920,1080,0,0.02,73.957,31.063,0.975,0.968,0.44,53.353,63.603,66.375
1,0.0,1221.128,1.0,28.625,24,1920,1080,0,0.02,73.957,32.8,0.984,0.978,0.324,40.128,73.64,73.417
1,0.0,1405.232,1.0,24.375,24,1920,1080,0,0.021,73.957,33.511,0.986,0.981,0.289,31.504,76.334,77.542
1,0.0,1421.216,1.0,21.625,24,1920,1080,0,0.021,73.957,33.882,0.987,0.982,0.282,32.02,76.949,79.0
1,0.0,1013.152,1.0,25.208,24,1920,1080,0,0.02,73.957,33.108,0.986,0.981,0.31,32.226,73.607,78.208
1,0.0,2423.192,1.0,23.958,24,1920,1080,0,0.019,73.957,33.483,0.99,0.985,0.275,27.278,77.68,79.833
1,0.0,1251.032,1.0,26.75,24,1920,1080,0,0.018,73.957,33.036,0.991,0.985,0.272,23.837,78.427,81.0
1,0.0,1591.696,1.0,23.875,24,1920,1080,0,0.017,73.957,33.343,0.989,0.984,0.284,36.408,80.589,81.333
1,0.0,2771.52,1.0,22.958,24,1920,1080,0,0.017,73.957,33.16,0.986,0.98,0.334,54.874,73.749,80.292
1,0.0,1095.52,1.0,29.0,24,1920,1080,0,0.017,73.957,31.237,0.982,0.975,0.416,46.095,65.158,76.083
