representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,mvm,mos,psnr,ssim,msssim,vqm,strred,vmaf,ssimplus
0,0.0,452.384,1.0,28.208,24,1920,1080,0,0.048,65.043,37.64,0.98,0.981,0.361,47.302,62.759,71.792
0,0.0,363.504,1.0,27.125,24,1920,1080,0,0.045,65.043,38.338,0.986,0.985,0.321,23.142,73.489,75.25
0,0.0,419.304,1.0,26.083,24,1920,1080,0,0.049,65.043,43.709,0.985,0.987,0.171,144.398,68.89,75.5
0,0.0,672.432,1.0,26.833,24,1920,1080,0,0.04,65.043,35.599,0.98,0.979,0.341,31.393,75.812,74.667
0,0.0,394.584,1.0,26.042,24,1920,1080,0,0.044,65.043,39.494,0.985,0.984,0.222,,70.22,77.5
0,0.0,280.976,1.0,25.375,24,1920,1080,0,0.049,65.043,44.294,0.988,0.989,0.079,102.189,64.642,83.958
0,0.0,340.76,1.0,25.25,24,1920,1080,0,0.046,65.043,38.808,0.987,0.986,0.25,24.514,74.337,81.958
0,0.0,503.04,1.0,25.167,24,1920,1080,0,0.047,65.043,37.656,0.987,0.985,0.231,19.418,76.265,81.5
0,0.0,520.84,1.0,24.958,24,1920,1080,0,0.043,65.043,36.867,0.987,0.984,0.23,16.95,77.072,80.708
0,0.0,711.408,1.0,23.25,24,1920,1080,0,0.037,65.043,36.015,0.986,0.982,0.256,16.205,78.341,78.042
