representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,mvm,mos,psnr,ssim,msssim,vqm,strred,vmaf,ssimplus
2,5.0,2891.352,1.0,10.542,24,1920,1080,1,0.048,84.826,46.994,0.998,0.997,0.043,1.216,97.742,96.083
2,0.0,2061.68,1.0,10.125,24,1920,1080,1,0.046,84.826,47.077,0.998,0.997,0.038,0.717,98.933,96.0
2,0.0,2336.104,1.0,10.0,24,1920,1080,1,0.051,84.826,49.378,0.999,0.998,0.03,8.71,94.751,96.125
2,0.0,4643.368,1.0,10.0,24,1920,1080,1,0.04,84.826,44.936,0.998,0.996,0.041,0.896,100.0,96.0
2,0.0,3061.864,1.0,10.0,24,1920,1080,1,0.045,84.826,46.584,0.998,0.997,0.034,3.214,96.219,96.167
2,0.0,1783.256,1.0,10.0,24,1920,1080,1,0.05,84.826,49.052,0.998,0.998,0.014,4.28,91.672,96.0
2,0.0,2422.464,1.0,10.125,24,1920,1080,1,0.048,84.826,46.428,0.998,0.997,0.027,1.2,96.257,96.0
2,0.0,3328.608,1.0,10.625,24,1920,1080,1,0.047,84.826,45.093,0.998,0.996,0.028,1.12,97.481,96.0
2,0.0,3384.592,1.0,10.625,24,1920,1080,1,0.042,84.826,44.68,0.998,0.996,0.028,0.954,98.669,96.0
2,0.0,4010.728,1.0,10.208,24,1920,1080,1,0.037,84.826,43.97,0.998,0.997,0.034,0.968,99.762,95.958
