representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,mvm,mos,psnr,ssim,msssim,vqm,strred,vmaf,ssimplus
1,5.0,1406.36,1.0,21.6,25,1920,1080,0,0.023,80.043,47.319,0.998,0.997,0.009,4.626,87.901,96.8
1,0.0,564.592,1.0,20.84,25,1920,1080,0,0.021,80.043,47.194,0.998,0.997,0.014,1.295,92.84,96.36
1,0.0,1569.016,1.0,18.2,25,1920,1080,0,0.026,80.043,47.905,0.999,0.998,0.015,0.692,94.677,96.4
1,0.0,1100.576,1.0,18.12,25,1920,1080,0,0.024,80.043,48.982,0.999,0.998,0.016,0.551,95.548,96.96
1,0.0,1624.272,1.0,17.56,25,1920,1080,0,0.029,80.043,48.015,0.999,0.998,0.019,0.455,95.04,95.44
1,0.0,1691.512,1.0,15.6,25,1920,1080,0,0.028,80.043,46.245,0.998,0.997,0.027,0.949,93.151,89.52
1,0.0,1547.432,1.0,16.52,25,1920,1080,0,0.029,80.043,46.31,0.998,0.998,0.03,0.892,95.359,89.96
1,0.0,1795.624,1.0,16.16,25,1920,1080,0,0.028,80.043,45.583,0.999,0.998,0.025,0.74,97.243,91.76
1,0.0,1775.768,1.0,14.72,25,1920,1080,0,0.029,80.043,46.692,0.999,0.998,0.022,0.673,94.886,91.72
1,0.0,1719.12,1.0,17.76,25,1920,1080,0,0.029,80.043,46.846,0.998,0.997,0.019,0.639,94.041,92.36
