representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,mvm,mos,psnr,ssim,msssim,vqm,strred,vmaf,ssimplus
1,0.0,423.864,1.0,29.0,25,1920,1080,0,0.022,72.13,37.727,0.971,0.974,0.332,9.541,74.024,73.44
1,0.0,582.68,1.0,26.4,25,1920,1080,0,0.021,72.13,39.018,0.976,0.979,0.273,8.577,75.952,76.88
1,0.0,1117.728,1.0,30.12,25,1920,1080,0,0.024,72.13,38.274,0.972,0.975,0.248,29.888,69.339,74.8
1,0.0,1566.32,1.0,39.44,25,1920,1080,0,0.032,72.13,32.513,0.964,0.965,0.299,22.327,76.557,70.96
1,0.0,1448.688,1.0,40.84,25,1920,1080,0,0.033,72.13,31.377,0.966,0.966,0.328,23.11,76.418,70.84
1,5.0,1515.64,1.0,42.6,25,1920,1080,0,0.032,72.13,31.536,0.972,0.971,0.282,20.146,82.51,71.2
1,0.0,1645.752,1.0,41.16,25,1920,1080,0,0.031,72.13,32.226,0.974,0.972,0.29,19.121,83.457,72.16
1,0.0,2419.616,1.0,40.84,25,1920,1080,0,0.035,72.13,31.025,0.975,0.972,0.294,26.047,77.557,67.76
1,0.0,2182.192,1.0,38.8,25,1920,1080,0,0.024,72.13,30.277,0.977,0.974,0.339,32.445,72.189,68.44
1,0.0,1689.432,1.0,39.32,25,1920,1080,0,0.019,72.13,30.082,0.977,0.973,0.362,38.766,66.209,68.56
