representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,mvm,mos,psnr,ssim,msssim,vqm,strred,vmaf,ssimplus
0,5.0,516.72,1.0,45.2,25,1920,1080,0,0.035,46.304,29.72,0.829,0.854,0.652,456.898,19.038,18.92
0,0.0,529.152,1.0,41.56,25,1920,1080,0,0.033,46.304,30.68,0.89,0.9,0.582,323.59,26.583,22.84
0,0.0,523.256,1.0,34.32,25,1920,1080,0,0.034,46.304,31.791,0.925,0.926,0.491,195.395,35.257,30.88
0,0.0,612.296,1.0,34.96,25,1920,1080,0,0.036,46.304,31.092,0.938,0.937,0.436,131.256,38.377,32.44
0,0.0,746.784,1.0,35.36,25,1920,1080,0,0.035,46.304,30.578,0.933,0.932,0.462,138.935,30.258,29.36
0,0.0,653.056,1.0,36.76,25,1920,1080,0,0.033,46.304,31.151,0.949,0.945,0.421,79.059,35.744,32.52
0,0.0,711.32,1.0,38.08,25,1920,1080,0,0.032,46.304,33.475,0.954,0.954,0.412,91.246,36.162,32.48
0,0.0,575.0,1.0,37.88,25,1920,1080,0,0.027,46.304,33.241,0.949,0.951,0.41,140.353,28.38,26.2
0,0.0,1059.432,1.0,46.56,25,1920,1080,0,0.036,46.304,29.428,0.942,0.942,0.508,70.308,52.165,36.76
0,0.0,912.632,1.0,47.2,25,1920,1080,0,0.028,46.304,27.929,0.939,0.936,0.521,70.27,53.96,42.12
