representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,mvm,mos,psnr,ssim,msssim,vqm,strred,vmaf,ssimplus
0,0.0,582.304,1.0,43.68,25,1920,1080,0,0.02,37.739,24.946,0.844,0.853,0.764,158.276,26.027,19.0
0,0.0,925.464,1.0,47.16,25,1920,1080,0,0.019,37.739,27.005,0.893,0.894,0.662,109.239,39.434,29.24
0,0.0,875.648,1.0,47.44,25,1920,1080,0,0.018,37.739,27.146,0.911,0.909,0.619,76.462,44.239,38.16
0,0.0,942.712,1.0,46.72,25,1920,1080,0,0.02,37.739,26.934,0.914,0.91,0.608,78.527,45.662,39.04
0,0.0,1079.704,1.0,45.24,25,1920,1080,0,0.022,37.739,26.807,0.915,0.911,0.615,84.837,45.688,38.4
0,0.0,969.232,1.0,40.6,25,1920,1080,0,0.022,37.739,27.022,0.92,0.915,0.6,80.548,47.203,40.28
0,0.0,868.336,1.0,40.72,25,1920,1080,0,0.023,37.739,26.856,0.918,0.912,0.593,72.404,48.772,40.64
0,0.0,844.048,1.0,47.2,25,1920,1080,0,0.024,37.739,26.317,0.904,0.9,0.622,69.498,45.216,37.04
0,0.0,768.928,1.0,47.56,25,1920,1080,0,0.024,37.739,26.124,0.898,0.894,0.628,71.994,43.638,35.08
0,0.0,842.008,1.0,44.32,25,1920,1080,0,0.025,37.739,25.029,0.862,0.862,0.705,110.675,33.902,28.88
