representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,mvm,mos,psnr,ssim,msssim,vqm,strred,vmaf,ssimplus
0,0.0,442.4,1.0,45.8,25,1920,1080,0,0.028,21.609,32.402,0.907,0.92,0.553,268.561,26.337,22.4
0,0.0,494.328,1.0,46.92,25,1920,1080,0,0.027,21.609,34.218,0.931,0.941,0.526,199.821,37.125,32.28
0,0.0,670.192,1.0,47.72,25,1920,1080,0,0.028,21.609,35.645,0.944,0.952,0.48,182.319,50.852,41.4
0,0.0,686.984,1.0,47.44,25,1920,1080,0,0.029,21.609,34.101,0.936,0.945,0.538,147.492,61.963,41.4
0,0.0,742.032,1.0,48.04,25,1920,1080,0,0.029,21.609,31.583,0.923,0.931,0.527,102.343,58.219,40.16
0,0.0,678.96,1.0,45.16,25,1920,1080,0,0.032,21.609,34.374,0.943,0.95,0.474,90.38,63.706,46.72
0,0.0,811.192,1.0,43.76,25,1920,1080,0,0.035,21.609,36.515,0.954,0.962,0.366,110.04,49.755,53.48
0,0.0,828.064,1.0,45.16,25,1920,1080,0,0.03,21.609,34.546,0.915,0.932,0.346,195.33,40.791,41.0
0,0.0,874.744,1.0,46.76,25,1920,1080,0,0.028,21.609,33.907,0.886,0.909,0.481,253.325,39.041,34.0
0,0.0,784.632,1.0,46.8,25,1920,1080,0,0.031,21.609,36.766,0.939,0.95,0.477,290.486,45.785,40.16
