representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,mvm,mos,psnr,ssim,msssim,vqm,strred,vmaf,ssimplus
1,0.0,1360.504,1.0,40.4,25,1920,1080,0,0.031,51.13,37.174,0.949,0.958,0.401,185.342,44.059,42.64
1,0.0,1254.752,1.0,40.2,25,1920,1080,0,0.031,51.13,37.465,0.964,0.969,0.388,107.731,46.34,44.4
1,0.0,1299.192,1.0,39.48,25,1920,1080,0,0.029,51.13,36.336,0.967,0.971,0.429,72.311,57.372,50.96
1,0.0,1469.696,1.0,44.12,25,1920,1080,0,0.032,51.13,34.129,0.953,0.959,0.514,81.762,73.086,50.72
1,0.0,1177.336,1.0,44.24,25,1920,1080,0,0.031,51.13,35.216,0.956,0.963,0.482,57.371,75.062,58.4
1,0.0,1486.488,1.0,42.12,25,1920,1080,0,0.032,51.13,34.535,0.956,0.962,0.473,59.87,78.01,58.64
1,0.0,1818.44,1.0,40.8,25,1920,1080,0,0.034,51.13,33.481,0.95,0.956,0.514,67.492,67.523,53.08
1,0.0,1795.416,1.0,40.52,25,1920,1080,0,0.032,51.13,36.062,0.962,0.967,0.531,106.096,66.931,56.88
1,0.0,1587.52,1.0,40.28,25,1920,1080,0,0.034,51.13,33.985,0.965,0.969,0.501,55.019,73.754,57.24
1,0.0,1346.8,1.0,40.8,25,1920,1080,0,0.034,51.13,36.548,0.975,0.978,0.431,55.595,70.087,64.76
