representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,mvm,mos,psnr,ssim,msssim,vqm,strred,vmaf,ssimplus
1,0.0,1508.536,1.0,33.52,25,1920,1080,0,0.015,86.435,36.583,0.973,0.973,0.511,33.625,55.234,74.4
1,0.0,2250.272,1.0,32.0,25,1920,1080,0,0.016,86.435,37.348,0.979,0.978,0.437,25.897,66.072,73.68
1,0.0,1580.008,1.0,30.88,25,1920,1080,0,0.014,86.435,38.979,0.984,0.983,0.407,26.738,65.583,77.92
1,0.0,1349.568,1.0,31.68,25,1920,1080,0,0.014,86.435,38.92,0.984,0.983,0.409,32.929,64.142,76.76
1,0.0,1062.2,1.0,28.08,25,1920,1080,0,0.029,86.435,43.493,0.994,0.993,0.219,14.992,84.027,87.52
1,5.0,742.152,1.0,28.2,25,1920,1080,0,0.033,86.435,43.113,0.994,0.993,0.179,12.095,86.123,90.48
1,0.0,1645.768,1.0,27.96,25,1920,1080,0,0.029,86.435,41.584,0.991,0.99,0.208,13.549,80.596,87.24
1,0.0,1350.056,1.0,31.48,25,1920,1080,0,0.027,86.435,39.313,0.988,0.986,0.227,12.978,79.197,85.68
1,0.0,1721.664,1.0,29.68,25,1920,1080,0,0.025,86.435,37.706,0.988,0.986,0.248,9.996,78.726,85.2
1,0.0,1568.16,1.0,29.64,25,1920,1080,0,0.024,86.435,36.752,0.986,0.983,0.277,12.266,77.699,84.0
