representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,mvm,mos,psnr,ssim,msssim,vqm,strred,vmaf,ssimplus
1,5.0,778.048,1.0,32.56,25,1920,1080,0,0.035,47.739,29.909,0.949,0.952,0.661,123.809,48.28,33.16
1,0.0,1661.896,1.0,32.12,25,1920,1080,0,0.038,47.739,27.75,0.932,0.931,0.695,149.895,53.407,21.44
1,0.0,1813.616,1.0,41.12,25,1920,1080,0,0.033,47.739,27.593,0.919,0.92,0.693,136.145,49.861,23.24
1,0.0,1175.552,1.0,30.36,25,1920,1080,0,0.038,47.739,29.083,0.949,0.945,0.607,85.995,53.316,29.56
1,0.0,1219.208,1.0,34.76,25,1920,1080,0,0.043,47.739,30.787,0.959,0.957,0.625,123.084,53.948,32.08
1,0.0,1687.136,1.0,39.44,25,1920,1080,0,0.038,47.739,28.822,0.945,0.945,0.65,151.448,53.398,31.04
1,0.0,1483.264,1.0,44.2,25,1920,1080,0,0.032,47.739,31.388,0.923,0.929,0.656,271.854,54.196,46.84
1,0.0,1477.024,1.0,43.48,25,1920,1080,0,0.033,47.739,31.081,0.918,0.925,0.666,426.65,44.609,44.96
1,0.0,1636.296,1.0,43.6,25,1920,1080,0,0.033,47.739,29.978,0.917,0.92,0.625,216.565,44.131,42.16
1,0.0,1000.536,1.0,44.32,25,1920,1080,0,0.021,47.739,30.075,0.954,0.949,0.633,54.971,52.875,54.32
