representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,mvm,mos,psnr,ssim,msssim,vqm,strred,vmaf,ssimplus
2,0.0,3391.704,1.0,15.64,25,1920,1080,1,0.019,85.087,49.64,0.999,0.999,0.005,1.375,93.135,98.0
2,0.0,1692.048,1.0,16.92,25,1920,1080,1,0.021,85.087,49.862,0.999,0.999,0.008,0.665,94.569,97.36
2,0.0,2486.896,1.0,14.92,25,1920,1080,1,0.027,85.087,49.611,0.999,0.999,0.011,0.364,96.247,96.96
2,0.0,2181.072,1.0,14.24,25,1920,1080,1,0.026,85.087,50.0,1.0,0.999,0.012,0.243,96.805,97.72
2,0.0,2757.488,1.0,13.68,25,1920,1080,1,0.029,85.087,49.934,0.999,0.999,0.014,0.186,97.148,96.72
2,0.0,3465.536,1.0,12.68,25,1920,1080,1,0.028,85.087,49.392,0.999,0.999,0.018,0.368,96.183,95.0
2,0.0,3172.048,1.0,12.6,25,1920,1080,1,0.029,85.087,49.407,0.999,0.999,0.019,0.338,97.609,95.2
2,0.0,3267.744,1.0,12.92,25,1920,1080,1,0.028,85.087,49.052,1.0,0.999,0.017,0.245,99.646,95.52
2,0.0,3717.832,1.0,12.04,25,1920,1080,1,0.029,85.087,49.815,0.999,0.999,0.014,0.219,97.703,96.0
2,0.0,3917.16,1.0,13.88,25,1920,1080,1,0.028,85.087,49.665,0.999,0.999,0.013,0.256,96.474,96.08
