representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,mvm,mos,psnr,ssim,msssim,vqm,strred,vmaf,ssimplus
0,5.0,332.12,1.0,42.167,24,1920,1080,0,0.023,37.565,33.293,0.907,0.922,0.657,570.543,17.525,29.292
0,0.0,498.52,1.0,38.75,24,1920,1080,0,0.024,37.565,35.37,0.937,0.946,0.607,251.869,35.377,40.5
0,0.0,492.256,1.0,37.667,24,1920,1080,0,0.023,37.565,35.56,0.945,0.952,0.552,194.966,40.521,49.167
0,0.0,727.712,1.0,40.542,24,1920,1080,0,0.024,37.565,32.564,0.906,0.917,0.567,181.497,38.308,42.0
0,0.0,744.112,1.0,43.042,24,1920,1080,0,0.022,37.565,31.652,0.901,0.91,0.563,115.093,39.647,40.292
0,0.0,832.696,1.0,41.917,24,1920,1080,0,0.026,37.565,30.044,0.898,0.899,0.596,118.887,40.969,39.417
0,0.0,878.184,1.0,41.0,24,1920,1080,0,0.024,37.565,30.679,0.92,0.918,0.571,86.44,46.876,43.583
0,0.0,291.36,1.0,38.292,24,1920,1080,0,0.017,37.565,32.089,0.961,0.955,0.483,34.575,59.842,55.583
0,0.0,417.568,1.0,37.125,24,1920,1080,0,0.019,37.565,32.639,0.966,0.96,0.458,30.31,63.836,61.042
0,0.0,333.4,1.0,36.625,24,1920,1080,0,0.017,37.565,33.086,0.971,0.965,0.426,25.824,66.48,65.833
