representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,mvm,mos,psnr,ssim,msssim,vqm,strred,vmaf,ssimplus
1,0.0,1030.368,1.0,46.08,25,1920,1080,0,0.033,51.0,26.764,0.877,0.887,0.687,223.531,37.118,24.28
1,0.0,1321.976,1.0,43.48,25,1920,1080,0,0.032,51.0,28.502,0.915,0.918,0.637,151.272,50.553,32.24
1,0.0,1640.072,1.0,43.56,25,1920,1080,0,0.034,51.0,28.46,0.924,0.922,0.589,132.024,52.743,38.96
1,0.0,1553.976,1.0,44.52,25,1920,1080,0,0.039,51.0,29.129,0.947,0.942,0.536,108.026,63.814,46.2
1,0.0,1212.656,1.0,42.76,25,1920,1080,0,0.041,51.0,29.857,0.959,0.953,0.507,81.233,66.826,54.44
1,5.0,824.696,1.0,42.48,25,1920,1080,0,0.022,51.0,30.763,0.973,0.965,0.575,48.956,64.85,64.72
1,0.0,654.712,1.0,41.84,25,1920,1080,0,0.028,51.0,31.404,0.978,0.971,0.523,42.881,69.338,70.32
1,0.0,1157.752,1.0,40.76,25,1920,1080,0,0.029,51.0,30.046,0.955,0.948,0.539,88.256,61.654,63.48
1,0.0,2103.664,1.0,42.56,25,1920,1080,0,0.032,51.0,28.061,0.912,0.908,0.564,154.696,54.795,36.96
1,0.0,2107.352,1.0,42.72,25,1920,1080,0,0.034,51.0,27.923,0.925,0.917,0.533,90.543,56.892,40.56
