representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,mvm,mos,psnr,ssim,msssim,vqm,strred,vmaf,ssimplus
0,0.0,369.992,1.0,45.933,30,1920,1080,0,0.015,44.696,30.845,0.917,0.918,0.74,138.738,19.472,28.5
0,0.0,317.896,1.0,45.167,30,1920,1080,0,0.015,44.696,32.441,0.951,0.946,0.657,72.997,35.431,43.1
0,0.0,197.736,1.0,45.3,30,1920,1080,0,0.014,44.696,32.92,0.958,0.953,0.632,51.735,40.537,51.3
0,0.0,390.984,1.0,44.233,30,1920,1080,0,0.018,44.696,33.078,0.946,0.947,0.607,134.244,32.291,45.667
0,0.0,706.328,1.0,41.367,30,1920,1080,0,0.026,44.696,35.029,0.939,0.949,0.527,291.449,30.789,33.833
0,0.0,691.168,1.0,42.833,30,1920,1080,0,0.031,44.696,33.799,0.911,0.927,0.559,392.572,21.692,32.133
0,0.0,767.304,1.0,43.833,30,1920,1080,0,0.026,44.696,32.818,0.878,0.901,0.576,617.149,17.728,22.2
0,0.0,666.4,1.0,40.967,30,1920,1080,0,0.026,44.696,33.885,0.952,0.955,0.529,132.346,36.25,38.567
0,0.0,178.88,1.0,39.467,30,1920,1080,0,0.027,44.696,33.453,0.98,0.974,0.49,50.263,49.21,51.567
0,0.0,349.6,1.0,37.533,30,1920,1080,0,0.026,44.696,34.276,0.975,0.972,0.505,66.085,47.077,52.7
