representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,mvm,mos,psnr,ssim,msssim,vqm,strred,vmaf,ssimplus
0,0.0,944.904,1.0,48.32,25,1920,1080,0,0.031,37.261,26.337,0.854,0.87,0.722,288.144,34.928,19.8
0,0.0,1050.496,1.0,46.2,25,1920,1080,0,0.031,37.261,27.309,0.88,0.89,0.703,244.166,42.077,23.28
0,0.0,1128.928,1.0,47.4,25,1920,1080,0,0.033,37.261,26.402,0.864,0.873,0.713,295.898,37.312,23.12
0,0.0,976.272,1.0,50.6,25,1920,1080,0,0.038,37.261,26.093,0.869,0.877,0.708,339.883,40.502,21.0
0,0.0,766.024,1.0,47.92,25,1920,1080,0,0.042,37.261,26.566,0.891,0.894,0.704,267.11,39.177,26.88
0,5.0,691.92,1.0,45.44,25,1920,1080,0,0.022,37.261,28.252,0.939,0.933,0.746,106.884,45.026,41.76
0,0.0,624.608,1.0,43.28,25,1920,1080,0,0.027,37.261,30.145,0.967,0.96,0.602,62.971,60.344,59.8
0,0.0,977.392,1.0,41.76,25,1920,1080,0,0.03,37.261,29.239,0.941,0.935,0.597,113.441,55.645,57.16
0,0.0,1086.712,1.0,49.76,25,1920,1080,0,0.033,37.261,25.446,0.801,0.819,0.74,500.95,36.201,18.8
0,0.0,983.064,1.0,50.52,25,1920,1080,0,0.031,37.261,24.226,0.765,0.785,0.763,503.807,29.857,16.24
