representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,mvm,mos,psnr,ssim,msssim,vqm,strred,vmaf,ssimplus
2,5.0,5768.68,1.0,17.16,25,1920,1080,1,0.019,81.13,43.903,0.996,0.993,0.102,0.82,92.599,95.36
2,0.0,2162.432,1.0,18.52,25,1920,1080,1,0.024,81.13,43.615,0.995,0.992,0.128,1.769,91.059,94.4
2,0.0,2336.816,1.0,17.36,25,1920,1080,1,0.024,81.13,43.43,0.995,0.992,0.125,1.308,91.636,94.04
2,0.0,2521.808,1.0,22.48,25,1920,1080,1,0.019,81.13,43.555,0.996,0.992,0.113,0.997,92.06,94.32
2,0.0,3266.616,1.0,23.32,25,1920,1080,1,0.018,81.13,43.594,0.996,0.993,0.113,0.934,92.089,94.52
2,0.0,2671.44,1.0,22.84,25,1920,1080,1,0.017,81.13,43.609,0.996,0.993,0.113,0.881,92.312,94.68
2,0.0,2688.328,1.0,24.4,25,1920,1080,1,0.018,81.13,43.566,0.996,0.993,0.111,0.998,92.775,94.56
2,0.0,2778.608,1.0,23.88,25,1920,1080,1,0.018,81.13,43.595,0.996,0.993,0.11,0.919,92.235,94.64
2,0.0,2782.608,1.0,23.12,25,1920,1080,1,0.028,81.13,43.749,0.996,0.993,0.111,1.745,91.617,94.6
2,0.0,3152.952,1.0,25.48,25,1920,1080,1,0.024,81.13,43.537,0.996,0.992,0.117,1.318,90.896,94.56
