representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,mvm,mos,psnr,ssim,msssim,vqm,strred,vmaf,ssimplus
2,0.0,1378.184,1.0,25.52,25,1920,1080,1,0.046,84.652,33.946,0.985,0.983,0.382,25.692,77.577,69.96
2,0.0,3458.352,1.0,24.24,25,1920,1080,1,0.038,84.652,32.196,0.981,0.976,0.394,26.624,88.988,58.68
2,0.0,3909.472,1.0,33.28,25,1920,1080,1,0.034,84.652,32.05,0.977,0.972,0.393,21.68,85.93,63.24
2,0.0,2433.72,1.0,22.6,25,1920,1080,1,0.039,84.652,33.641,0.986,0.983,0.325,15.197,84.821,67.68
2,0.0,2437.256,1.0,27.32,25,1920,1080,1,0.043,84.652,35.395,0.989,0.986,0.337,21.685,88.279,70.2
2,5.0,3338.208,1.0,31.88,25,1920,1080,1,0.038,84.652,33.487,0.985,0.982,0.382,27.097,88.983,71.0
2,0.0,2785.408,1.0,36.56,25,1920,1080,1,0.033,84.652,35.375,0.97,0.968,0.447,54.626,85.37,74.76
2,0.0,3178.52,1.0,35.96,25,1920,1080,1,0.034,84.652,35.46,0.973,0.971,0.433,67.57,78.616,74.92
2,0.0,3773.328,1.0,36.48,25,1920,1080,1,0.033,84.652,34.03,0.972,0.968,0.393,44.189,76.471,72.44
2,0.0,2178.52,1.0,38.08,25,1920,1080,1,0.022,84.652,33.787,0.985,0.98,0.391,13.583,78.474,79.4
