representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,mvm,mos,psnr,ssim,msssim,vqm,strred,vmaf,ssimplus
1,0.0,468.128,1.0,49.08,25,1920,1080,0,0.023,37.087,29.242,0.863,0.879,0.77,312.214,21.695,43.76
1,0.0,788.792,1.0,44.32,25,1920,1080,0,0.026,37.087,28.93,0.883,0.893,0.673,283.692,29.126,45.2
1,0.0,955.424,1.0,42.56,25,1920,1080,0,0.027,37.087,29.228,0.9,0.909,0.629,267.432,34.308,51.12
1,0.0,1066.232,1.0,43.64,25,1920,1080,0,0.03,37.087,29.587,0.934,0.94,0.602,182.856,33.912,44.44
1,0.0,1393.52,1.0,44.44,25,1920,1080,0,0.033,37.087,27.931,0.946,0.947,0.62,156.621,38.572,40.92
1,0.0,1929.952,1.0,36.12,25,1920,1080,0,0.029,37.087,24.441,0.945,0.939,0.698,187.483,38.939,36.08
1,0.0,1630.04,1.0,35.56,25,1920,1080,0,0.031,37.087,24.342,0.948,0.943,0.677,182.476,41.672,35.6
1,0.0,1783.496,1.0,36.88,25,1920,1080,0,0.029,37.087,24.417,0.937,0.934,0.71,196.928,36.384,35.92
1,0.0,1441.12,1.0,42.48,25,1920,1080,0,0.028,37.087,23.916,0.885,0.865,0.67,340.345,33.074,31.72
1,0.0,1688.056,1.0,48.6,25,1920,1080,0,0.028,37.087,24.159,0.831,0.811,0.604,405.139,37.693,26.2
