representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,mvm,mos,psnr,ssim,msssim,vqm,strred,vmaf,ssimplus
1,5.0,1588.312,1.0,33.867,30,1920,1080,0,0.016,87.87,38.755,0.993,0.989,0.255,9.635,78.362,85.867
1,0.0,976.224,1.0,33.467,30,1920,1080,0,0.015,87.87,39.576,0.995,0.992,0.219,9.996,82.507,88.0
1,0.0,701.136,1.0,33.567,30,1920,1080,0,0.015,87.87,39.881,0.996,0.993,0.207,7.767,83.049,89.633
1,0.0,1222.288,1.0,33.067,30,1920,1080,0,0.018,87.87,39.851,0.993,0.991,0.234,15.885,78.439,86.767
1,0.0,1917.336,1.0,29.967,30,1920,1080,0,0.027,87.87,41.929,0.989,0.989,0.26,29.63,76.483,81.167
1,0.0,2007.272,1.0,31.233,30,1920,1080,0,0.036,87.87,40.616,0.984,0.985,0.283,31.834,68.93,79.3
1,0.0,2447.928,1.0,32.233,30,1920,1080,0,0.028,87.87,39.69,0.978,0.979,0.323,42.981,64.321,74.1
1,0.0,2124.28,1.0,29.6,30,1920,1080,0,0.028,87.87,41.182,0.992,0.991,0.195,15.069,79.69,83.3
1,0.0,640.72,1.0,28.467,30,1920,1080,0,0.024,87.87,40.703,0.997,0.996,0.122,8.797,85.128,89.4
1,0.0,1022.448,1.0,27.133,30,1920,1080,0,0.028,87.87,41.142,0.996,0.995,0.161,11.435,84.086,88.9
