representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,mvm,mos,psnr,ssim,msssim,vqm,strred,vmaf,ssimplus
2,5.0,1878.176,1.0,37.233,30,1920,1080,1,0.035,82.435,31.477,0.947,0.947,0.501,88.662,53.646,50.033
2,0.0,2912.016,1.0,37.433,30,1920,1080,1,0.03,82.435,33.335,0.965,0.964,0.402,43.541,68.87,61.033
2,0.0,3070.976,1.0,33.667,30,1920,1080,1,0.031,82.435,34.607,0.96,0.961,0.276,30.739,70.08,61.0
2,0.0,2454.368,1.0,34.533,30,1920,1080,1,0.031,82.435,36.55,0.956,0.959,0.191,41.316,60.691,53.367
2,0.0,2069.6,1.0,30.933,30,1920,1080,1,0.03,82.435,37.728,0.973,0.975,0.172,26.671,66.207,61.267
2,0.0,2810.368,1.0,30.267,30,1920,1080,1,0.033,82.435,37.757,0.962,0.965,0.209,92.473,58.411,59.167
2,0.0,2366.944,1.0,29.267,30,1920,1080,1,0.033,82.435,38.407,0.973,0.975,0.203,39.479,70.74,64.833
2,0.0,2960.928,1.0,29.9,30,1920,1080,1,0.033,82.435,38.138,0.969,0.971,0.245,68.544,66.667,62.333
2,0.0,3714.664,1.0,33.067,30,1920,1080,1,0.032,82.435,36.959,0.962,0.962,0.216,82.106,63.517,59.1
2,0.0,4408.432,1.0,35.333,30,1920,1080,1,0.032,82.435,33.588,0.959,0.955,0.308,38.223,69.51,64.0
