representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,mvm,mos,psnr,ssim,msssim,vqm,strred,vmaf,ssimplus
0,0.0,315.448,1.0,46.12,25,1920,1080,0,0.014,42.913,30.779,0.857,0.881,0.839,352.922,6.721,26.32
0,0.0,585.248,1.0,41.36,25,1920,1080,0,0.015,42.913,32.06,0.903,0.916,0.747,248.981,21.029,32.44
0,0.0,383.048,1.0,38.92,25,1920,1080,0,0.012,42.913,34.473,0.941,0.947,0.695,158.637,24.108,47.12
0,0.0,306.944,1.0,39.24,25,1920,1080,0,0.012,42.913,34.741,0.945,0.95,0.682,158.966,25.627,48.8
0,0.0,463.368,1.0,35.48,25,1920,1080,0,0.026,42.913,38.702,0.979,0.98,0.443,66.179,61.213,70.28
0,5.0,364.312,1.0,36.08,25,1920,1080,0,0.031,42.913,38.473,0.98,0.981,0.362,65.769,63.406,75.24
0,0.0,652.24,1.0,36.44,25,1920,1080,0,0.028,42.913,35.994,0.96,0.962,0.468,79.895,45.707,62.04
0,0.0,523.16,1.0,40.44,25,1920,1080,0,0.025,42.913,33.863,0.946,0.949,0.504,85.069,40.617,54.88
0,0.0,583.368,1.0,38.72,25,1920,1080,0,0.022,42.913,32.271,0.944,0.944,0.541,83.256,40.208,53.48
0,0.0,552.84,1.0,38.24,25,1920,1080,0,0.023,42.913,31.448,0.936,0.936,0.565,88.46,39.335,50.8
