representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,mvm,mos,psnr,ssim,msssim,vqm,strred,vmaf,ssimplus
2,0.0,1953.104,1.0,39.12,25,1920,1080,1,0.033,80.565,30.078,0.952,0.949,0.486,56.072,63.866,54.32
2,0.0,3103.28,1.0,36.4,25,1920,1080,1,0.033,80.565,32.359,0.97,0.966,0.414,31.099,78.607,62.96
2,0.0,3644.128,1.0,37.16,25,1920,1080,1,0.034,80.565,32.062,0.973,0.967,0.384,30.474,79.881,68.8
2,0.0,3215.272,1.0,38.36,25,1920,1080,1,0.037,80.565,32.485,0.98,0.973,0.34,29.494,88.679,71.76
2,0.0,2534.936,1.0,36.76,25,1920,1080,1,0.043,80.565,33.073,0.985,0.978,0.308,26.056,89.252,75.92
2,5.0,1592.624,1.0,36.48,25,1920,1080,1,0.022,80.565,34.133,0.991,0.985,0.346,16.57,84.044,81.96
2,0.0,1351.52,1.0,35.92,25,1920,1080,1,0.027,80.565,34.534,0.992,0.987,0.308,15.651,86.518,83.76
2,0.0,2614.264,1.0,34.8,25,1920,1080,1,0.032,80.565,33.254,0.984,0.977,0.335,24.514,82.584,80.16
2,0.0,4827.856,1.0,37.12,25,1920,1080,1,0.034,80.565,31.44,0.966,0.958,0.373,38.729,80.75,65.84
2,0.0,4403.072,1.0,38.16,25,1920,1080,1,0.034,80.565,30.732,0.966,0.957,0.372,28.925,78.762,65.04
