representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,mvm,mos,psnr,ssim,msssim,vqm,strred,vmaf,ssimplus
2,5.0,934.2,1.0,22.4,25,1920,1080,1,0.02,80.652,41.314,0.988,0.988,0.177,3.02,86.028,86.6
2,0.0,1086.08,1.0,20.92,25,1920,1080,1,0.02,80.652,42.187,0.99,0.99,0.152,3.118,86.862,87.24
2,0.0,2225.504,1.0,24.96,25,1920,1080,1,0.024,80.652,41.347,0.988,0.988,0.141,11.796,83.58,85.68
2,0.0,3191.68,1.0,34.28,25,1920,1080,1,0.034,80.652,35.81,0.983,0.982,0.176,7.029,92.933,84.44
2,0.0,3082.424,1.0,35.76,25,1920,1080,1,0.036,80.652,34.586,0.983,0.982,0.204,8.308,91.593,84.28
2,0.0,3150.312,1.0,37.68,25,1920,1080,1,0.036,80.652,34.617,0.986,0.985,0.17,7.088,96.079,84.08
2,0.0,3391.032,1.0,36.28,25,1920,1080,1,0.03,80.652,35.27,0.987,0.985,0.175,6.743,95.981,84.16
2,0.0,4710.928,1.0,36.16,25,1920,1080,1,0.037,80.652,34.321,0.989,0.986,0.169,8.932,92.0,82.84
2,0.0,4506.744,1.0,33.96,25,1920,1080,1,0.024,80.652,33.595,0.989,0.987,0.195,11.526,86.312,83.28
2,0.0,3443.488,1.0,34.64,25,1920,1080,1,0.019,80.652,33.03,0.989,0.987,0.219,16.175,80.878,82.76
