representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,mvm,mos,psnr,ssim,msssim,vqm,strred,vmaf,ssimplus
2,0.0,2530.968,1.0,32.96,25,1920,1080,1,0.033,74.652,42.213,0.984,0.986,0.239,35.667,77.289,77.24
2,0.0,2517.896,1.0,32.8,25,1920,1080,1,0.033,74.652,42.607,0.989,0.99,0.198,20.639,80.238,78.24
2,0.0,2513.0,1.0,32.28,25,1920,1080,1,0.033,74.652,41.189,0.989,0.99,0.233,13.511,86.169,80.4
2,0.0,3028.488,1.0,36.96,25,1920,1080,1,0.033,74.652,38.969,0.986,0.986,0.298,16.171,95.983,80.4
2,0.0,2384.424,1.0,37.0,25,1920,1080,1,0.033,74.652,39.77,0.985,0.986,0.301,12.851,96.299,82.04
2,0.0,3009.088,1.0,34.56,25,1920,1080,1,0.033,74.652,39.269,0.986,0.986,0.282,11.374,97.997,82.64
2,0.0,3732.672,1.0,33.24,25,1920,1080,1,0.036,74.652,38.32,0.984,0.984,0.306,12.328,94.746,81.08
2,0.0,3500.296,1.0,32.96,25,1920,1080,1,0.034,74.652,40.936,0.989,0.989,0.315,20.339,93.583,82.56
2,0.0,3255.944,1.0,32.6,25,1920,1080,1,0.036,74.652,38.967,0.99,0.989,0.279,9.547,98.587,83.32
2,0.0,2832.624,1.0,33.2,25,1920,1080,1,0.035,74.652,41.515,0.993,0.992,0.223,9.571,94.66,85.72
