representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,mvm,mos,psnr,ssim,msssim,vqm,strred,vmaf,ssimplus
2,0.0,2219.512,1.0,33.24,25,1920,1080,1,0.024,73.652,30.881,0.969,0.963,0.406,32.68,69.199,70.44
2,0.0,2846.76,1.0,38.6,25,1920,1080,1,0.021,73.652,32.423,0.977,0.971,0.351,26.734,75.534,73.96
2,0.0,2824.752,1.0,39.12,25,1920,1080,1,0.02,73.652,32.389,0.981,0.975,0.317,21.204,77.802,78.08
2,0.0,3094.304,1.0,38.48,25,1920,1080,1,0.022,73.652,32.109,0.981,0.975,0.312,19.674,78.629,78.36
2,0.0,3369.664,1.0,37.16,25,1920,1080,1,0.023,73.652,31.853,0.981,0.974,0.33,20.455,77.238,77.04
2,5.0,3042.104,1.0,32.68,25,1920,1080,1,0.022,73.652,31.988,0.982,0.975,0.315,18.087,78.618,78.16
2,0.0,2925.376,1.0,32.76,25,1920,1080,1,0.023,73.652,32.03,0.982,0.975,0.308,12.927,81.005,78.28
2,0.0,3154.472,1.0,38.8,25,1920,1080,1,0.023,73.652,31.898,0.981,0.974,0.308,11.279,80.861,78.36
2,0.0,2951.92,1.0,38.8,25,1920,1080,1,0.025,73.652,31.936,0.981,0.974,0.313,9.785,81.303,78.36
2,0.0,3267.056,1.0,35.88,25,1920,1080,1,0.026,73.652,31.182,0.977,0.97,0.336,12.99,76.568,76.24
