representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,mvm,mos,psnr,ssim,msssim,vqm,strred,vmaf,ssimplus
1,5.0,1616.264,1.0,25.68,25,1920,1080,0,0.024,80.217,39.085,0.991,0.99,0.263,12.68,83.387,87.04
1,0.0,1458.456,1.0,24.4,25,1920,1080,0,0.028,80.217,40.055,0.993,0.992,0.171,6.505,90.823,88.36
1,0.0,1070.584,1.0,24.24,25,1920,1080,0,0.02,80.217,40.674,0.994,0.992,0.195,4.772,88.947,90.52
1,0.0,985.456,1.0,23.16,25,1920,1080,0,0.02,80.217,41.096,0.994,0.992,0.197,3.165,89.918,91.0
1,0.0,1259.568,1.0,25.24,25,1920,1080,0,0.019,80.217,41.63,0.994,0.992,0.233,3.523,89.455,91.16
1,0.0,1148.024,1.0,26.84,25,1920,1080,0,0.015,80.217,42.259,0.993,0.991,0.298,5.832,86.505,90.24
1,0.0,962.84,1.0,26.12,25,1920,1080,0,0.015,80.217,42.48,0.993,0.991,0.307,4.863,86.552,90.8
1,0.0,1975.672,1.0,26.92,25,1920,1080,0,0.017,80.217,41.118,0.991,0.988,0.307,8.288,85.262,89.32
1,0.0,1323.816,1.0,30.8,25,1920,1080,0,0.014,80.217,40.952,0.992,0.99,0.281,4.506,87.098,90.68
1,0.0,2664.888,1.0,31.16,25,1920,1080,0,0.016,80.217,39.383,0.991,0.988,0.288,9.105,82.382,87.72
