representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,mvm,mos,psnr,ssim,msssim,vqm,strred,vmaf,ssimplus
2,5.0,1696.592,1.0,33.56,50,1920,1080,1,0.025,79.913,33.369,0.975,0.97,0.197,27.197,66.156,72.04
2,0.0,2249.072,1.0,29.36,50,1920,1080,1,0.025,79.913,35.921,0.985,0.982,0.12,14.263,78.871,79.2
2,0.0,2604.392,1.0,29.84,50,1920,1080,1,0.025,79.913,35.932,0.985,0.981,0.124,16.873,78.376,80.92
2,0.0,1963.896,1.0,33.66,50,1920,1080,1,0.024,79.913,36.42,0.985,0.981,0.126,15.262,78.331,81.06
2,0.0,2939.176,1.0,33.0,50,1920,1080,1,0.025,79.913,35.512,0.968,0.964,0.204,46.805,66.599,77.28
2,0.0,4766.368,1.0,27.98,50,1920,1080,1,0.022,79.913,33.718,0.967,0.958,0.253,19.926,64.884,73.38
2,0.0,3984.472,1.0,29.46,50,1920,1080,1,0.021,79.913,33.733,0.975,0.966,0.243,9.597,69.513,77.34
2,0.0,2760.24,1.0,33.86,50,1920,1080,1,0.017,79.913,33.976,0.98,0.975,0.246,22.778,72.674,74.34
2,0.0,3238.632,1.0,32.6,50,1920,1080,1,0.018,79.913,33.607,0.979,0.973,0.25,17.447,74.066,73.04
2,0.0,3222.776,1.0,33.22,50,1920,1080,1,0.016,79.913,33.668,0.98,0.974,0.251,25.862,71.31,73.16
