representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,mvm,mos,psnr,ssim,msssim,vqm,strred,vmaf,ssimplus
0,0.0,575.016,1.0,43.2,50,1920,1080,0,0.022,42.522,27.07,0.814,0.829,0.499,250.384,13.065,15.32
0,0.0,823.136,1.0,38.28,50,1920,1080,0,0.024,42.522,29.42,0.898,0.897,0.373,140.664,37.526,26.1
0,0.0,904.12,1.0,38.62,50,1920,1080,0,0.024,42.522,29.802,0.903,0.901,0.359,124.823,41.486,32.34
0,0.0,759.52,1.0,42.24,50,1920,1080,0,0.024,42.522,30.651,0.913,0.91,0.342,115.102,44.115,35.82
0,0.0,991.512,1.0,41.4,50,1920,1080,0,0.025,42.522,30.768,0.879,0.884,0.396,216.888,32.754,35.06
0,0.0,1576.04,1.0,38.06,50,1920,1080,0,0.022,42.522,28.453,0.823,0.827,0.528,172.529,21.899,28.38
0,0.0,907.544,1.0,42.3,50,1920,1080,0,0.021,42.522,26.811,0.759,0.776,0.625,258.744,16.408,18.02
0,0.0,765.624,1.0,44.4,50,1920,1080,0,0.016,42.522,27.95,0.87,0.874,0.648,194.099,24.628,18.52
0,0.0,754.4,1.0,43.14,50,1920,1080,0,0.016,42.522,27.845,0.871,0.875,0.643,166.168,31.695,19.52
0,0.0,791.072,1.0,41.12,50,1920,1080,0,0.015,42.522,28.175,0.882,0.882,0.62,202.999,30.513,21.86
